"Year: All values"
"Gender: All values"
"Academic Discipline, Broad (standardized): All values"
"Level of Degree or Other Award: All values"
,,,"","Degrees/Awards Conferred (NCES population of institutions) (Sum)"
"1968","Male","Life Sciences","Bachelor's Degrees","34,161"
"1968","Male","Life Sciences","2 But Less Than 4 Year Certificates","209"
"1968","Male","Life Sciences","1 But Less Than 2 Year Certificates","2"
"1968","Male","Psychology","Doctorate Degrees","956"
"1968","Male","Psychology","Master's Degrees","2,229"
"1968","Male","Psychology","Bachelor's Degrees","13,791"
"1968","Male","Social Sciences","Doctorate Degrees","1,975"
"1968","Male","Social Sciences","Master's Degrees","8,962"
"1968","Male","Social Sciences","Bachelor's Degrees","54,820"
"1968","Male","Science and Engineering Technologies","Doctorate Degrees","1"
"1968","Male","Science and Engineering Technologies","Master's Degrees","80"
"1968","Male","Science and Engineering Technologies","Bachelor's Degrees","3,159"
"1968","Male","Science and Engineering Technologies","2 But Less Than 4 Year Certificates","20,273"
"1968","Male","Science and Engineering Technologies","1 But Less Than 2 Year Certificates","3,775"
"1968","Male","Interdisciplinary or Other Sciences","Doctorate Degrees","15"
"1968","Male","Interdisciplinary or Other Sciences","Master's Degrees","817"
"1968","Male","Interdisciplinary or Other Sciences","Bachelor's Degrees","5,910"
"1968","Male","Interdisciplinary or Other Sciences","Associate's Degrees","19,331"
"1968","Male","Humanities","Doctorate Degrees","2,191"
"1968","Male","Humanities","Master's Degrees","9,570"
"1968","Male","Humanities","Bachelor's Degrees","49,502"
"1968","Male","Humanities","2 But Less Than 4 Year Certificates","364"
"1968","Male","Religion and Theology","Doctorate Degrees","150"
"1968","Male","Religion and Theology","First Professional Degrees","3,861"
"1968","Male","Religion and Theology","Master's Degrees","1,467"
"1968","Male","Religion and Theology","Bachelor's Degrees","386"
"1968","Male","Arts and Music","Doctorate Degrees","428"
"1968","Male","Arts and Music","Master's Degrees","3,704"
"1968","Male","Arts and Music","Bachelor's Degrees","10,403"
"1968","Male","Arts and Music","2 But Less Than 4 Year Certificates","1,706"
"1968","Male","Arts and Music","1 But Less Than 2 Year Certificates","68"
"1968","Male","Architecture and Environmental Design","Doctorate Degrees","15"
"1968","Male","Architecture and Environmental Design","First Professional Degrees","191"
"1968","Male","Architecture and Environmental Design","Master's Degrees","965"
"1968","Male","Architecture and Environmental Design","Bachelor's Degrees","2,932"
"1968","Male","Education","Doctorate Degrees","3,313"
"1968","Male","Education","Master's Degrees","31,323"
"1968","Male","Education","Bachelor's Degrees","33,735"
"1968","Male","Education","2 But Less Than 4 Year Certificates","432"
"1968","Male","Education","1 But Less Than 2 Year Certificates","17"
"1968","Male","Business and Management","Doctorate Degrees","447"
"1968","Male","Business and Management","Master's Degrees","17,518"
"1968","Male","Business and Management","Bachelor's Degrees","75,064"
"1968","Male","Business and Management","2 But Less Than 4 Year Certificates","15,842"
"1968","Male","Business and Management","1 But Less Than 2 Year Certificates","820"
"1968","Male","Communication and Librarianship","Doctorate Degrees","42"
"1968","Male","Communication and Librarianship","Master's Degrees","1,589"
"1968","Male","Communication and Librarianship","Bachelor's Degrees","2,667"
"1968","Male","Communication and Librarianship","2 But Less Than 4 Year Certificates","3"
"1968","Male","Communication and Librarianship","1 But Less Than 2 Year Certificates","7"
"1968","Male","Law","Doctorate Degrees","34"
"1968","Male","Law","First Professional Degrees","16,008"
"1968","Male","Law","Master's Degrees","696"
"1968","Male","Law","Bachelor's Degrees","449"
"1968","Male","Social Service Professions","Doctorate Degrees","60"
"1968","Male","Social Service Professions","Master's Degrees","1,957"
"1968","Male","Social Service Professions","Bachelor's Degrees","580"
"1968","Male","Vocational Studies and Home Economics","Doctorate Degrees","20"
"1968","Male","Vocational Studies and Home Economics","Master's Degrees","51"
"1968","Male","Vocational Studies and Home Economics","Bachelor's Degrees","198"
"1968","Male","Vocational Studies and Home Economics","2 But Less Than 4 Year Certificates","1,563"
"1968","Male","Vocational Studies and Home Economics","1 But Less Than 2 Year Certificates","231"
"1968","Male","Other Non-sciences or Unknown Disciplines","Doctorate Degrees","88"
"1968","Male","Other Non-sciences or Unknown Disciplines","First Professional Degrees","49"
"1968","Male","Other Non-sciences or Unknown Disciplines","Master's Degrees","582"
"1968","Male","Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","2,576"
"1968","Male","Other Non-sciences or Unknown Disciplines","Associate's Degrees","71,152"
"1968","Male","Other Non-sciences or Unknown Disciplines","2 But Less Than 4 Year Certificates","4,207"
"1968","Male","Other Non-sciences or Unknown Disciplines","1 But Less Than 2 Year Certificates","2,807"
"1969","Female","Engineering","Doctorate Degrees","12"
"1969","Female","Engineering","Master's Degrees","113"
"1969","Female","Engineering","Bachelor's Degrees","312"
"1969","Female","Physical Sciences","Doctorate Degrees","185"
"1969","Female","Physical Sciences","Master's Degrees","579"
"1969","Female","Physical Sciences","Bachelor's Degrees","2,661"
"1969","Female","Geosciences","Doctorate Degrees","21"
"1969","Female","Geosciences","Master's Degrees","89"
"1969","Female","Geosciences","Bachelor's Degrees","291"
"1969","Female","Math and Computer Sciences","Doctorate Degrees","70"
"1969","Female","Math and Computer Sciences","Master's Degrees","1,566"
"1969","Female","Math and Computer Sciences","Bachelor's Degrees","10,348"
"1969","Female","Math and Computer Sciences","2 But Less Than 4 Year Certificates","358"
"1969","Female","Math and Computer Sciences","1 But Less Than 2 Year Certificates","17"
"1969","Female","Life Sciences","Doctorate Degrees","517"
"1969","Female","Life Sciences","First Professional Degrees","741"
"1969","Female","Life Sciences","Master's Degrees","3,825"
"1969","Female","Life Sciences","Bachelor's Degrees","25,597"
"1969","Female","Life Sciences","2 But Less Than 4 Year Certificates","8,487"
"1969","Female","Life Sciences","1 But Less Than 2 Year Certificates","121"
"1969","Female","Psychology","Doctorate Degrees","345"
"1969","Female","Psychology","Master's Degrees","1,154"
"1969","Female","Psychology","Bachelor's Degrees","12,700"
"1969","Female","Social Sciences","Doctorate Degrees","284"
"1969","Female","Social Sciences","Master's Degrees","2,933"
"1969","Female","Social Sciences","Bachelor's Degrees","36,515"
"1969","Female","Science and Engineering Technologies","Master's Degrees","26"
"1969","Female","Science and Engineering Technologies","Bachelor's Degrees","459"
"1969","Female","Science and Engineering Technologies","2 But Less Than 4 Year Certificates","4,735"
"1969","Female","Science and Engineering Technologies","1 But Less Than 2 Year Certificates","7,488"
"1969","Female","Interdisciplinary or Other Sciences","Doctorate Degrees","5"
"1969","Female","Interdisciplinary or Other Sciences","Master's Degrees","283"
"1969","Female","Interdisciplinary or Other Sciences","Bachelor's Degrees","1,807"
"1969","Female","Interdisciplinary or Other Sciences","Associate's Degrees","13,748"
"1969","Female","Humanities","Doctorate Degrees","749"
"1969","Female","Humanities","Master's Degrees","9,550"
"1969","Female","Humanities","Bachelor's Degrees","69,031"
"1969","Female","Humanities","2 But Less Than 4 Year Certificates","334"
"1969","Female","Humanities","1 But Less Than 2 Year Certificates","21"
"1969","Female","Religion and Theology","Doctorate Degrees","7"
"1969","Female","Religion and Theology","First Professional Degrees","111"
"1969","Female","Religion and Theology","Master's Degrees","183"
"1969","Female","Religion and Theology","Bachelor's Degrees","98"
"1969","Female","Arts and Music","Doctorate Degrees","119"
"1969","Female","Arts and Music","Master's Degrees","3,320"
"1969","Female","Arts and Music","Bachelor's Degrees","18,690"
"1969","Female","Arts and Music","2 But Less Than 4 Year Certificates","1,794"
"1969","Female","Arts and Music","1 But Less Than 2 Year Certificates","50"
"1969","Female","Architecture and Environmental Design","Doctorate Degrees","1"
"1969","Female","Architecture and Environmental Design","Master's Degrees","128"
"1969","Female","Architecture and Environmental Design","Bachelor's Degrees","150"
"1969","Female","Education","Doctorate Degrees","980"
"1969","Female","Education","Master's Degrees","38,559"
"1969","Female","Education","Bachelor's Degrees","117,161"
"1969","Female","Education","2 But Less Than 4 Year Certificates","1,967"
"1969","Female","Education","1 But Less Than 2 Year Certificates","102"
"1969","Female","Business and Management","Doctorate Degrees","14"
"1969","Female","Business and Management","Master's Degrees","685"
"1969","Female","Business and Management","Bachelor's Degrees","8,732"
"1969","Female","Business and Management","2 But Less Than 4 Year Certificates","18,696"
"1969","Female","Business and Management","1 But Less Than 2 Year Certificates","4,463"
"1969","Female","Communication and Librarianship","Doctorate Degrees","7"
"1969","Female","Communication and Librarianship","Master's Degrees","5,028"
"1969","Female","Communication and Librarianship","Bachelor's Degrees","3,130"
"1969","Female","Communication and Librarianship","2 But Less Than 4 Year Certificates","93"
"1969","Female","Communication and Librarianship","1 But Less Than 2 Year Certificates","30"
"1969","Female","Law","First Professional Degrees","723"
"1969","Female","Law","Master's Degrees","44"
"1969","Female","Law","Bachelor's Degrees","32"
"1969","Female","Social Service Professions","Doctorate Degrees","32"
"1969","Female","Social Service Professions","Master's Degrees","3,025"
"1969","Female","Social Service Professions","Bachelor's Degrees","2,726"
"1969","Female","Vocational Studies and Home Economics","Doctorate Degrees","68"
"1969","Female","Vocational Studies and Home Economics","Master's Degrees","1,049"
"1969","Female","Vocational Studies and Home Economics","Bachelor's Degrees","8,846"
"1969","Female","Vocational Studies and Home Economics","2 But Less Than 4 Year Certificates","897"
"1969","Female","Vocational Studies and Home Economics","1 But Less Than 2 Year Certificates","23"
"1969","Female","Other Non-sciences or Unknown Disciplines","Doctorate Degrees","20"
"1969","Female","Other Non-sciences or Unknown Disciplines","First Professional Degrees","37"
"1969","Female","Other Non-sciences or Unknown Disciplines","Master's Degrees","394"
"1969","Female","Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","1,852"
"1969","Female","Other Non-sciences or Unknown Disciplines","Associate's Degrees","64,486"
"1969","Female","Other Non-sciences or Unknown Disciplines","2 But Less Than 4 Year Certificates","2,673"
"1969","Female","Other Non-sciences or Unknown Disciplines","1 But Less Than 2 Year Certificates","2,247"
"1969","Male","Engineering","Doctorate Degrees","3,381"
"1969","Male","Engineering","Master's Degrees","15,135"
"1969","Male","Engineering","Bachelor's Degrees","41,270"
"1969","Male","Physical Sciences","Doctorate Degrees","3,201"
"1969","Male","Physical Sciences","Master's Degrees","4,176"
"1969","Male","Physical Sciences","Bachelor's Degrees","15,962"
"1969","Male","Geosciences","Doctorate Degrees","418"
"1969","Male","Geosciences","Master's Degrees","1,035"
"1969","Male","Geosciences","Bachelor's Degrees","2,633"
"1969","Male","Math and Computer Sciences","Doctorate Degrees","1,091"
"1969","Male","Math and Computer Sciences","Master's Degrees","5,169"
"1969","Male","Math and Computer Sciences","Bachelor's Degrees","17,915"
"1969","Male","Math and Computer Sciences","2 But Less Than 4 Year Certificates","877"
"1969","Male","Math and Computer Sciences","1 But Less Than 2 Year Certificates","30"
"1969","Male","Life Sciences","Doctorate Degrees","3,507"
"1969","Male","Life Sciences","First Professional Degrees","13,018"
"1969","Male","Life Sciences","Master's Degrees","8,056"
"1969","Male","Life Sciences","Bachelor's Degrees","38,539"
"1969","Male","Life Sciences","2 But Less Than 4 Year Certificates","346"
"1969","Male","Life Sciences","1 But Less Than 2 Year Certificates","6"
"1969","Male","Psychology","Doctorate Degrees","1,163"
"1969","Male","Psychology","Master's Degrees","2,584"
"1969","Male","Psychology","Bachelor's Degrees","16,758"
"1969","Male","Social Sciences","Doctorate Degrees","2,151"
"1969","Male","Social Sciences","Master's Degrees","10,050"
"1969","Male","Social Sciences","Bachelor's Degrees","63,544"
"1969","Male","Science and Engineering Technologies","Doctorate Degrees","35"
"1969","Male","Science and Engineering Technologies","Master's Degrees","167"
"1969","Male","Science and Engineering Technologies","Bachelor's Degrees","4,277"
"1969","Male","Science and Engineering Technologies","2 But Less Than 4 Year Certificates","24,084"
